sample_id,region,climate_zone,month,altitude_m,pH,moisture,temperature,humidity,N_avail,P_avail,K_avail,NPK_composite,Crop,N_apply_kg_ha,P_apply_kg_ha,K_apply_kg_ha
11,Terai,Subtropical_Humid,2,728.560870839216,7.07703289395432,49.11816149401,23.068478672289,78.6618386095318,65.4963935037327,69.5936374745369,71.9754989266241,69.0218433016312,Maize,35.09306605949,15.9716994432507,5.08677705334817
12,Terai,Tropical_Monsoon,6,630.703539866634,6.441255790079,76.4034513129801,30.5661360219511,81.1793172215509,100,100,100,100,Rice,9.38997281391313,3.54483306435967,0
13,Terai,Subtropical_Humid,4,422.009945699528,6.23594129186506,63.6972552675907,28.9096189660397,75.1317037638562,92.0552235926762,92.637988711964,97.3223899749662,94.0052007598688,Maize,7.24214769565118,5.97878730798576,1.71801581649179
14,Hill,Temperate_Hill,10,1215.67201999375,5.93052185672764,48.1380361201217,12.7346388730317,60.1361720343782,61.9289518131607,62.7413591034867,70.0701108931999,64.9134739366158,Wheat,34.5025039519219,9.2513611609279,4.7719362430398
15,Terai,Tropical_Monsoon,6,722.438830240103,6.68714382691914,59.5281568203266,28.2506138449212,81.0321754093862,90.105709243169,93.0676717901488,97.299851677264,93.4910775701939,Maize,17.479156161688,0,2.7304706077519
16,Mountain,Alpine_Cold,2,2964.18860553097,5.3168841491391,51.275336393537,4,65.5546440183124,48.2527609472107,40.7374034083829,50.3012945469124,46.4304863008353,Millet,10.5468145681069,27.9101170557929,7.193576519073
17,Terai,Subtropical_Humid,3,753.830674857585,6.24438904024972,47.1744070536652,28.2888011114349,73.2009031343432,71.9055721662634,79.363646501306,82.7289606925962,77.9993931200552,Maize,32.3720607053231,8.26483648540271,1.57763225391621
18,Terai,Subtropical_Humid,3,60,6.03458461171475,47.7400033101811,30.2361938062223,69.9074903112323,65.9283098631115,69.7117168927824,74.5233450916201,70.0544572825047,Maize,40.0237320066747,14.1983938013725,3.86876618864991
19,Mountain,Alpine_Cold,8,3579.03496464478,5.44219150926567,48.9232947513417,4,55.7097170127097,48.3529176596031,43.24798246409,52.2900758718238,47.9636586651723,Millet,12.0722877892415,21.2693410243493,12.8507797356157
20,Hill,Subtropical_Humid,3,881.006539311809,6.13048092038839,50.2206305780922,21.3014279600912,73.6382064828013,72.1382527296982,78.1541620524269,80.8370675817402,77.0431607879551,Maize,14.5915460004213,4.88517205756907,6.98525450186939
21,Terai,Tropical_Monsoon,7,66.0598273225212,6.04356229822362,68.922327365105,31.3445996627035,76.5439606874452,92.8725736841683,86.5280609039952,94.0333093086161,91.1446479655932,Rice,27.1809275718353,6.92042619932719,3.38580093619062
22,Terai,Subtropical_Humid,10,240.715135833851,6.61789505932154,52.2996799750446,21.4148399946601,59.0084716863007,79.4099915615218,91.1981777650757,91.7583894924804,87.4555196063593,Maize,24.1188827052773,3.19985592986403,2.33239771340359
23,Terai,Subtropical_Humid,10,543.616854774817,6.41844542786823,48.3516284108558,20.200606808509,59.968357112987,76.0017558093764,88.4304363070116,89.8297014976904,84.7539645380261,Mustard,13.0936637029955,4.51494269296662,5.5457391624305
24,Hill,Temperate_Hill,5,1419.64913268642,5.68817170773581,51.2001972226995,20.0771321372763,67.433826869907,59.2766077266187,60.0870651310055,63.9297984594818,61.0978237723687,Potato,40.2079717703951,17.976286142177,20.601964570639
25,Hill,Temperate_Hill,6,2008.71597459911,5.40668477810096,63.6168340942284,15.2341488573129,71.1834151772372,65.105058463475,56.1219864058668,64.0109938318275,61.7460129003898,Potato,27.8450642084759,30.2854907662823,27.5235218390405
26,Terai,Subtropical_Humid,12,305.04817638375,6.45275802941836,52.4099439961904,22.9060860410818,64.0246476105822,82.5288304125564,95.7217380613573,95.2879573645764,91.17950861283,Maize,15.6469678868642,5.86941477422886,0
27,Mountain,Alpine_Cold,9,3995.76128430356,5.16011747384035,51.244976029066,4,58.3530892664213,42.9233301735065,35.7955939412176,44.4393001888733,41.0527414345325,Millet,17.1201567652182,23.2167752781474,14.0819458309804
28,Hill,Alpine_Cold,11,1235.53298373493,6.13964027498291,45.5620068415826,5.55558162885704,63.1133848659625,65.4802778379393,65.8745601582062,76.2685069095493,69.2077816352316,Millet,9.3262256051139,12.4633917452756,3.76115948167264
29,Hill,Temperate_Hill,11,1705.56231346966,6.22704940699358,37.0372089529762,6.51061985496677,62.9758499691325,58.7240061703612,62.7619151987054,72.2333454984507,64.5730889558391,Mustard,23.4125630879797,13.9910275738378,1.4964995903744
30,Hill,Temperate_Hill,9,2138.8411321665,6.11787134912059,49.4549148907458,7.61804767445256,61.3533287966007,68.9159549103182,67.9673468778266,78.666125856858,71.8498092150009,Millet,7.83219961867467,0,0
31,Terai,Subtropical_Humid,5,412.776370868211,6.4615210741814,54.5101469028464,31.9274731920351,75.4103982423042,87.521593568703,92.4975671262975,98.6482715988803,92.8891440979603,Maize,5.17617187541235,2.40272126425156,0
32,Terai,Tropical_Monsoon,6,229.333803208244,6.83594883106216,75.3023542223341,32.3097211219176,73.9177100522157,97.6982911330947,91.873195646172,99.7811631480828,96.4508833091165,Rice,16.3648312435377,2.16428408527347,0.497511320351981
33,Mountain,Alpine_Cold,4,4091.02752110327,5.60950183756006,46.4365523108484,4,64.1004640927415,51.5411391058678,47.1632507609242,56.7904328683784,51.8316075783901,Millet,8.67306664081097,15.523018184371,16.6695356546268
34,Hill,Subtropical_Humid,7,958.550730079228,5.62484185114609,58.0962316983849,22.5193228334045,64.0382456878032,64.5440324264697,64.5333931055358,67.0961156920691,65.3911804080249,Potato,37.7556054862529,23.0832111166057,26.8824292653879
35,Hill,Alpine_Cold,10,2136.00754678075,5.79665294523963,38.3365663919008,4,51.6097566432246,47.0652306838299,47.9172184394074,56.1466051752324,50.3763514328232,Millet,21.1113285823833,18.3819052877884,10.2052343084556
36,Terai,Subtropical_Humid,10,471.824077780623,5.971885190628,55.1569081731851,18.4531357076246,68.2596749578879,72.2600311380668,73.6396066847775,78.3641650751785,74.7546009660076,Potato,19.2018903642736,12.1932027923344,18.1012827459795
37,Mountain,Alpine_Cold,2,2687.92099836957,5.81386575402421,39.3389135444153,4,61.7955859731008,49.7409058888063,49.2381152546953,58.2439684447052,52.4076631960689,Millet,13.8810527047163,8.75377041941594,13.5316968271273
38,Hill,Temperate_Hill,8,1527.19956151038,5.71376398402955,60.1430893645286,15.6919485674759,65.6425691776135,69.8163943208526,65.3872340201887,72.3254324017102,69.1763535809172,Potato,23.5214518796402,14.5192686814661,27.8830636233827
39,Mountain,Alpine_Cold,1,3770.39725375735,5.6008859803503,32.4392299793444,4,60.195075399747,37.3128320173054,37.1816499804561,44.6146986001851,39.7030601993155,Millet,19.7414459417221,22.2822330630093,19.8798448987446
40,Hill,Temperate_Hill,1,1174.41994524477,5.68229141726061,37.7620490965837,10.6513734988115,66.3839843220169,45.1354146407301,44.8198529034748,52.3163155635496,47.4238610359182,Millet,15.4198338659102,8.15536843830172,13.3964970808829
41,Terai,Tropical_Monsoon,8,669.890329715848,5.96893077963951,59.7985049852733,27.6284215124947,72.9837512581931,78.4420774317284,78.6638999807566,82.6698077417753,79.9252617180868,Maize,27.0098343346779,8.28360951255255,2.75122524899138
42,Terai,Subtropical_Humid,3,505.429866352247,6.13265703236018,65.5571273973186,30.1600129251314,82.2993859347432,92.0702830450475,88.5988331740199,95.1011823537216,91.9234328575963,Maize,3.99721609315979,6.5810789117692,0.0918795154274301
43,Hill,Subtropical_Humid,12,753.521270762327,6.10016923043316,49.6325465341311,17.2141742560936,67.4746309978285,69.5833435061075,73.6048804765743,78.6025411925078,73.9302550583965,Wheat,26.3139108509403,12.873136505868,3.19804900891006
44,Terai,Subtropical_Humid,3,537.932800665398,6.17136927803182,53.7055273641789,32.3155214365765,81.5206853320814,78.5340829374951,78.8594482102248,86.1374016462366,81.1769775979855,Maize,15.8961815989316,10.243138156012,0
45,Terai,Subtropical_Humid,11,543.007831380888,6.17015101229747,47.0502919157066,19.7962285117334,70.5267935812792,69.1762934446125,76.1292510161941,79.3848147589028,74.8967864065698,Wheat,29.8940882184366,10.251562863827,5.78134819936815
46,Hill,Temperate_Hill,8,1229.66657909265,5.58658755049737,57.3992537692516,15.0083010657592,63.66051647709,62.5599353091579,58.0589998624106,65.0492051254099,61.8893800989928,Potato,33.170349085341,32.2036944772014,27.6878870546122
47,Hill,Temperate_Hill,6,2119.11257586952,6.09249293672898,48.3990283945244,12.5899915039941,63.4742246364493,67.3408980752353,69.2184295066624,76.9010226105295,71.1534500641424,Wheat,20.3875165716983,9.44322345867308,8.37357903652775
48,Mountain,Alpine_Cold,9,4255.11548074507,4.9116683272758,52.2396644041221,4,56.5758263667048,36.5834837163005,29.0545114377307,36.8121578193265,34.1500509911192,Millet,25.4733693605624,30.9094184122517,21.5887175743864
49,Mountain,Alpine_Cold,7,2501.55745057447,5.39091130311758,59.027968158491,4,64.2305347167672,58.5348078068677,48.3090077657396,59.1996600968601,55.3478252231558,Millet,8.78594210279542,24.9924145515962,12.1563527082783
50,Terai,Subtropical_Humid,10,384.053785035441,6.4695757807625,54.3904541189745,22.477730065387,58.3270048662231,84.329865365202,97.9584855570877,97.2406945866705,93.1763485029867,Maize,17.5124396620838,0.348868665998188,0
51,Terai,Subtropical_Humid,2,624.427642625098,6.8239827946499,56.2636828839748,21.5872212364028,81.9114201212436,81.7747453492035,85.5382643027309,88.6162748776193,85.3097615098512,Maize,11.2027579535871,12.4473366014723,0
52,Terai,Tropical_Monsoon,7,467.868963304935,6.10791222746302,59.6240586845561,29.9459854171282,69.7405101768876,81.9607229137049,82.7698248261523,87.8816568696127,84.2040682031566,Maize,8.88201250175492,4.47678257442245,5.14161599007745
53,Hill,Subtropical_Humid,10,1003.517877335,6.15291343660977,48.4460605986999,9.83271443720317,60.8730054531307,68.707207316968,69.8207909998014,79.1474418750584,72.5584800639426,Maize,23.7928777384816,10.7062263407313,9.83257231810698
54,Hill,Temperate_Hill,11,2051.88012773607,5.70319079901475,34.9659161663484,6.84097786995991,51.4538230704568,41.4058626815387,42.3232485928378,49.9239524813737,44.5510212519167,Millet,18.4967964859194,9.94865428471524,11.3168655410662
55,Terai,Subtropical_Humid,10,346.838875522482,6.35593683102775,52.2591916878343,21.6726563581557,54.7047403520029,77.8254794651145,90.1695003036829,90.2441541056888,86.0797112914954,Maize,21.5566468902497,3.10605427015879,7.6954673745409
56,Terai,Tropical_Monsoon,8,330.422123306236,6.34637205792142,74.1466557736024,30.8320848478718,74.9132084644695,100,100,100,100,Rice,16.4379379302344,0,0
57,Terai,Subtropical_Humid,5,568.109197428969,6.09787419004977,59.5372891517383,33.7090649747016,71.968807337139,81.940256522283,79.4593306443105,87.5913975823013,82.9969949162983,Maize,5.55154101407266,13.7719737844165,1.32014691881794
58,Terai,Tropical_Monsoon,8,247.949064750469,6.45409208132597,63.9202608969977,29.3968542894789,70.5014606519428,98.3056661309419,100,100,99.4352220436473,Rice,17.0816327969182,0.068333144839018,1.92235875730707
59,Hill,Subtropical_Humid,5,854.198925163558,5.49769346058557,43.7887344669811,23.020965872293,64.2823160527231,45.7310713711303,48.4954584391027,50.5435144387911,48.2566814163414,Millet,18.3659570001293,9.98449262272458,12.952739999377
60,Terai,Subtropical_Humid,9,60,6.11894360898159,58.0066678395621,25.0630759035379,64.1488444080193,79.3533911704443,85.5185993366683,86.4194328059395,83.7638077710174,Maize,26.2663625230423,0,11.0793162557326
61,Terai,Subtropical_Humid,11,287.499629606485,6.59599835126087,46.7947899713174,21.4705933795939,69.706806529185,75.5000723088354,87.3452680783835,88.6867058274174,83.8440154048787,Maize,20.6178192960111,3.17750024266264,4.1063400064519
62,Terai,Subtropical_Humid,1,380.219542154021,6.34445240267885,59.8523671505591,23.9679770737544,76.0900813079525,90.7540700189287,98.2366788624802,98.5622751888448,95.8510080234179,Maize,7.39744372936912,0,3.12466910949313
63,Mountain,Alpine_Cold,9,2629.90089402421,5.65037159475889,52.2018956833658,4,58.3617910142388,58.0380294134291,52.5912592307318,62.7435244885178,57.7909377108929,Millet,10.3504788439719,17.9211563141419,13.1755095825004
64,Hill,Alpine_Cold,11,2106.33839131474,6.18483441721374,48.2790992551863,4,52.89731043394,68.1319392547,69.7092918703715,79.6341475151238,72.4917928800651,Millet,2.75556113245349,3.72611970114133,0
65,Terai,Subtropical_Humid,12,192.679726064644,6.47307349829818,58.2528314279444,22.5794954778509,69.0353443146825,91.3118399998783,100,100,97.1039466666261,Maize,11.357508806306,0.245461536416721,4.99774981864261
66,Hill,Temperate_Hill,1,1415.45449825151,5.96765033377826,44.9064745043822,10.7032314451614,66.0455563298404,60.3426884868794,60.4685415415811,69.1516538326293,63.3209612870299,Wheat,25.7317246329268,13.0863388188564,12.5364008715558
67,Hill,Temperate_Hill,5,1524.93251902322,6.38738474536446,49.5182955210388,21.0128321648142,69.9760811661248,78.2556371585079,88.6692429469812,90.4743783311269,85.7997528122053,Maize,14.6407034098731,11.6736138916954,0.0851495064989063
68,Terai,Subtropical_Humid,2,60,6.8861181929271,58.3324817378879,25.1722689356152,79.884827085152,82.3569641767473,85.4954125487096,87.8811685034002,85.2445150762857,Maize,19.2276259343683,6.49461468595253,8.8203495865871
69,Hill,Temperate_Hill,9,1653.3135126044,5.80321315671914,58.0292553994184,12.6249099032666,63.6373515242479,69.7829200549762,65.2680031405978,73.8398007065232,69.6302413006991,Millet,11.7596578840253,12.232440526632,6.97585365049087
70,Hill,Temperate_Hill,9,1728.70827731293,5.52656611748925,55.6744486926875,9.16964557424386,67.7073989155549,59.3991634273767,51.3231628811629,61.6505588181895,57.4576283755764,Millet,20.3989970022297,17.8526701909817,5.04837719663108
71,Terai,Subtropical_Humid,4,757.928822607504,6.34670467904456,49.3119490044367,28.8201723296795,78.425012089547,78.3034577330334,85.3019946387846,89.3315725161619,84.3123416293266,Maize,20.1547167895079,2.6672533049036,0
72,Hill,Temperate_Hill,8,1931.21735110507,5.43719337259533,56.1081697516189,16.9974187701039,65.6226782983783,56.9220346505965,52.7231605326428,58.5838403335798,56.076345172273,Potato,34.0551126872578,32.1589652413494,34.2969064415984
73,Hill,Temperate_Hill,6,1365.60500096416,6.44976841216224,60.2750745877645,16.8661230356789,71.0881414508676,93.5770377229705,97.5696776016604,100,97.0489051082103,Wheat,9.71066350488517,0.40036876206303,0
74,Terai,Subtropical_Humid,3,85.1452475598408,6.52354426804637,46.1396755554271,24.6035522337609,83.6364286477304,78.6573178325198,91.4991411433651,92.0473864905547,87.4012818221465,Maize,21.3040639809858,1.55609136081338,5.45271853360665
75,Mountain,Alpine_Cold,2,3321.11816818918,5.04938787815761,39.3570703466861,4,69.0774851058969,29.4902461007392,25.0114712950669,31.7372131531721,28.7463101829928,Millet,20.4332606474117,31.4287763596372,19.9853800198137
76,Terai,Subtropical_Humid,8,644.161923086973,6.60914026873421,59.8721465519736,23.4765570243227,62.2750187995924,89.5072526788023,100,99.204407268881,96.2372199825611,Maize,12.9096501626845,0,0
77,Hill,Temperate_Hill,9,2199.73517770177,6.41888223443604,57.8696441327025,7.99979479360636,63.1732315149008,88.033988209421,86.7931047529034,98.6860839649942,91.1710589757729,Maize,5.83736498963861,4.58068381552706,0
78,Terai,Subtropical_Humid,10,171.182970252215,6.7097221701909,55.5006844083944,21.986724837938,68.3315224426585,82.2380784414126,90.2924464549931,91.6386698697112,88.0563982553723,Maize,15.8782385027208,8.20979794933058,0
79,Mountain,Alpine_Cold,6,3605.27459409616,5.12861237635788,61.1847145299773,4,67.3008103517778,53.24133632546,41.1491974314362,51.741438436608,48.7106573978347,Potato,32.0932948713575,52.7741574759957,33.5355580943497
80,Hill,Temperate_Hill,10,1438.95222626983,5.82727487645367,43.1277850390963,8.48729108321182,62.2756598626019,54.0194269797332,52.7018556471937,61.9966340619505,56.2393055629591,Millet,20.150374427187,8.56697305744361,7.80441901242942
81,Terai,Subtropical_Humid,2,737.076186407767,7.01374839560644,55.3425092914071,22.4988599500765,75.8629573940115,74.1380257868688,77.1505184416327,79.7126144393731,77.0003862226249,Maize,26.9813594713474,10.5278986015815,12.3863775203434
82,Hill,Alpine_Cold,1,1986.05067250277,5.73935579831453,48.5095782149584,4,67.7164927112591,57.9038143058474,53.1438694698385,63.6048676664591,58.2175171473817,Millet,8.18643687584967,9.84403166936454,6.90497585235656
83,Hill,Tropical_Monsoon,8,926.300554063641,5.85823984925623,65.0731802215203,18.9940382404093,67.6893521702672,80.4930991849115,77.3284093102742,82.3469271725872,80.056145222591,Potato,21.7116839751399,20.4205832005172,9.79422268920001
84,Mountain,Alpine_Cold,5,4342.15548507881,5.18056844798362,42.6455639728159,4,53.6442290377819,34.8596987067391,30.9071563473948,38.1008756612064,34.6225769051135,Millet,19.6814580587554,25.2837893675615,24.3414969795083
85,Terai,Tropical_Monsoon,8,472.42292122644,6.14965375337341,57.10643396025,29.4920351476772,66.3412371305401,79.584834624309,82.8136502154361,87.0755276669389,83.1580041688947,Maize,25.1849652221016,1.7549623937473,3.94118956718429
86,Hill,Subtropical_Humid,5,846.16553833899,6.13811570569976,60.7767314984042,25.622965024384,75.0867676388989,85.2779131334119,88.347095640988,90.624276714675,88.083095163025,Maize,14.4827675666065,5.26750293259903,1.18239239481466
87,Terai,Tropical_Monsoon,8,292.406251601703,5.98398783909804,61.785675968277,29.3586052242391,66.6452128199812,80.2282438880764,79.6911947440947,84.4615357789567,81.4603248037092,Maize,21.8024062123357,9.80472768948548,8.91276989139797
88,Mountain,Alpine_Cold,3,3824.88225435774,5.52263956730013,38.5806383790357,4,63.418409487047,41.2651047395004,38.8668065053494,47.0848949625611,42.405602069137,Millet,13.1397551961307,27.6599013183214,20.52524218987
89,Mountain,Alpine_Cold,10,3446.46109836258,5.93789271477128,53.0088199432991,4,48.7957083519021,65.767692523395,63.6801727511698,73.6551185936078,67.7009946227242,Millet,12.4246169021434,16.8322047374918,18.1771839542704
90,Hill,Tropical_Monsoon,8,898.924981422545,5.98011523634279,58.4613386876393,19.4697048835976,66.759070473733,76.1409310367427,77.3935581691128,81.4343529978589,78.3229474012381,Wheat,32.0662402967224,7.42257770443829,7.6674847480945
91,Terai,Tropical_Monsoon,7,598.034847917012,6.6376603107726,58.9752074780438,26.2425719430668,71.6938897914799,89.3500542615236,96.4802468404524,98.1061835140846,94.6454948720202,Maize,21.4948609030462,3.60823203077038,6.84577100550759
92,Mountain,Alpine_Cold,11,3007.86946167432,5.60079911106706,38.1323246564364,4,56.0197194207449,42.1766482898893,41.119002836786,49.1190003881564,44.1382171716105,Millet,19.0858796866948,15.3096227482302,18.9489842249195
93,Hill,Subtropical_Humid,2,941.241956876544,6.00440484110252,54.3227429424037,16.9732796393444,71.285736412619,72.7535723597724,73.3006522318402,79.1784913778901,75.0775719898342,Wheat,16.749712427692,16.5758372531961,6.29400597740715
94,Hill,Temperate_Hill,8,1566.53905720257,5.95089796025692,54.2269991174009,14.2147238773089,62.8112150514274,69.6986750471616,69.1994813985321,76.2969591790294,71.731705208241,Wheat,11.8941684763657,12.3851887692577,6.02620481895591
95,Hill,Temperate_Hill,3,1793.20868308141,5.59048498481024,51.8751329580116,17.9521038673373,73.7272927459615,57.9489825783539,55.7040744458383,61.2464067158087,58.299821246667,Potato,33.7543453312157,30.4082355090028,32.3808576059851
96,Hill,Temperate_Hill,2,1428.36487818727,5.66707505215494,52.4590508358327,12.8533591092326,68.0581799743986,60.1110147644777,56.1353728073593,64.2381641167256,60.1615172295209,Millet,14.799460440186,15.5687373308248,7.95160851166775
97,Hill,Temperate_Hill,10,2034.72592702839,5.59845296602929,38.8743384992014,7.74923755893781,57.7308661391852,43.0019493483482,41.5547457525259,49.7398093725022,44.7655014911255,Millet,29.8006797461219,25.3398165947399,8.22525175202506
98,Terai,Tropical_Monsoon,9,419.733355161995,6.77377453341227,63.6122215679609,26.6778931918104,71.0373138616553,90.8494990404476,93.9425118716759,96.4418676594517,93.7446261905251,Maize,17.915543200798,1.46449680901329,8.03876855063918
99,Mountain,Alpine_Cold,4,3200.05839671121,5.31568279785141,39.6996567065599,4.48165057112588,64.1378967366895,36.7402050585565,33.0834099626456,40.7911680991082,36.8715943734368,Millet,15.7419900533429,26.3963524493621,9.65355723511983
100,Hill,Cool_Mountain,5,2270.45007206049,5.71605409664307,45.8675550906945,15.7630248814676,67.9109766136172,54.4582950019343,54.6134236625524,60.5017562780252,56.524491647504,Millet,13.4909674561923,12.8266678887061,16.7414928456893
101,Hill,Subtropical_Humid,1,700.811262532852,5.96515122628889,46.6524310807928,13.279461001362,68.8251444106535,62.5628823679313,63.2703807210848,70.7661434450113,65.5331355113425,Wheat,21.4008907390602,21.022918601588,5.6691852888974
102,Hill,Subtropical_Humid,1,940.452269115114,5.84259180001865,51.0366062214768,14.5470032990543,62.6393711499097,62.932714921137,62.6829037730977,69.3370167618873,64.9842118187074,Mustard,21.4235993673192,12.2988158788568,11.9327018731938
103,Terai,Subtropical_Humid,4,207.644609528495,6.16698734895819,60.5469051128861,31.1208504403012,82.6287222774754,86.7949556115183,85.1918206755196,92.0686220248689,88.0184661039689,Maize,17.9544821788533,8.21106798379035,0.776551720292768
104,Terai,Tropical_Monsoon,9,720.225725789137,6.1555229720452,61.3683705017217,25.9645077986035,71.8997248289674,85.9749016450706,89.3738660602361,91.5786694583515,88.9758123878861,Maize,20.591108780998,15.6122898081325,0
105,Hill,Temperate_Hill,6,1392.25591702737,6.07891722204107,70.2910781911679,20.6816162530778,78.5258416568606,95.8180604304541,92.2363105366392,96.6506445500578,94.9016718390504,Potato,6.87755840014714,0.0850967679293424,3.03836149982495
106,Terai,Tropical_Monsoon,9,60,6.46765666095581,67.7834835452658,22.8979608014042,71.5271431048132,100,100,100,100,Maize,22.3020711499377,1.15928779404268,0
107,Terai,Subtropical_Humid,11,504.818325833406,6.33260540744985,64.8526097222533,20.4361518079553,67.5931189519314,95.1027151333899,99.1721215313983,100,98.0916122215961,Potato,6.75864643960026,0.265147473384287,5.97660637980361
108,Terai,Tropical_Monsoon,7,446.024682940376,6.26151450932829,62.7740797398452,28.0470854623331,76.2912513794936,91.9079981527816,93.7064949554666,97.6892582040118,94.4345837707533,Maize,2.00435190568681,2.09587578620558,1.87689482316905
109,Hill,Temperate_Hill,10,1370.96695814638,5.86973194239688,36.7535641064196,10.1826378889788,54.0456675397542,47.7424408734993,50.4579442300582,57.6628678752558,51.9544176596044,Millet,21.0599251798768,11.7553865946253,9.26252809821221
110,Terai,Tropical_Monsoon,6,238.396277930184,6.30761866537356,69.8861727569529,32.1856690422015,78.3493713395929,100,98.3174057196706,100,99.4391352398902,Rice,17.2352255165449,0,4.23378534438572
111,Hill,Subtropical_Humid,3,1012.35361867153,5.60961381514771,46.7843498279495,20.745820087226,73.8347563883755,53.0865210688316,53.9462679662537,57.6766321386133,54.9031403912329,Potato,40.2138166893928,22.5242833779807,31.3946434698821
112,Terai,Subtropical_Humid,10,447.324346201984,6.41227251398127,47.2476843334031,15.9653471660957,61.7038685050626,74.8581194357709,84.0363189415209,88.737390122341,82.5439428332109,Wheat,18.6619183739678,5.00305898749247,0.560012060405378
113,Mountain,Alpine_Cold,2,3837.61460860387,5.26115365678895,29.1550464804604,4,61.9017311956071,25.8024371513891,24.5543574760211,30.339785093058,26.8988599068228,Millet,22.7895488437389,31.8272155176167,17.6177327008887
114,Hill,Temperate_Hill,7,1774.62408883028,5.97973426578368,63.7465656239919,15.8817821350894,71.5513654848595,83.3554168750373,79.0599616212298,86.4220636307236,82.9458140423303,Wheat,9.31430515254962,9.71475343305658,0
115,Mountain,Alpine_Cold,5,4429.62102474078,4.73961003278486,43.5698034286481,4,61.7977564918544,24.1533281389508,19.1669663283478,24.8392449688337,22.7198464787108,Millet,19.8022854445059,24.9176794844706,22.8872791831911
116,Hill,Temperate_Hill,6,1344.71265505485,5.57246952335181,59.1129349417026,22.0998348305558,71.4736646974506,65.1536831708734,63.0237607455983,66.4963356832596,64.8912598665771,Potato,22.7839916725742,24.5757277434021,22.5971097030619
117,Terai,Subtropical_Humid,1,382.961447797091,6.62358281963488,54.7549285829215,20.3624498248108,74.267603421082,85.0245454327101,92.2841352172956,95.1360012201096,90.8148939567051,Maize,9.19926574406215,0,5.71128804877653
118,Terai,Subtropical_Humid,3,507.410856669876,6.17573286562356,56.6662325507524,28.2453084577588,77.959750864467,81.8973783421904,84.5054670659551,88.7839302225627,85.0622585435694,Maize,6.69609170730098,7.26766580611962,9.02436731394363
119,Mountain,Alpine_Cold,10,3299.4914616474,5.85351279531091,32.4557608143194,4,46.1077750976139,42.3251999352302,45.6660645458663,52.9818399002477,46.9910347937814,Millet,9.5131639153882,18.5212689265555,13.6712102879472
120,Terai,Subtropical_Humid,4,554.3934228428,6.65062670009425,55.6509902822398,30.5794464759883,74.3516249649966,85.3210750698256,89.5229115724453,94.809801465689,89.8845960359866,Maize,15.1336590373229,3.52968586091472,1.22788201545711
121,Hill,Subtropical_Humid,2,1024.37420475436,5.73486704562602,60.1025257528135,16.5586457984427,75.7417127106988,71.9657216541154,66.7408586123184,73.880948766951,70.8625096777949,Potato,23.2325813214441,13.8055589923957,13.1403508927323
122,Hill,Subtropical_Humid,2,962.627622416152,6.31932878648228,51.2605922569421,15.5242788233076,63.9620630681051,77.2534624188446,83.0456095657957,88.6703972647712,82.9898230831372,Wheat,10.2564499263932,11.6570422594014,11.5930859268352
